SECT,CLASS,COUNTRY,YEARS,SCORES
TRMAR,STRI,BEL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.24502445757389069, 0.24502445757389069, 0.2261011302471161, 0.2261011302471161, 0.2261011302471161, 0.2261011302471161, 0.2261011302471161, 0.2261011302471161, 0.23556280136108398, 0.25089722871780396, 0.25089722871780396]"
TRMAR,STRI,BRA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.3699836730957031, 0.3699836730957031, 0.3853181004524231, 0.3461664021015167, 0.3461664021015167, 0.3461664021015167, 0.3154975473880768, 0.3001631200313568, 0.28841763734817505, 0.28841763734817505, 0.2809135615825653]"
TRMAR,STRI,CAN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.19086460769176483, 0.19086460769176483, 0.19086460769176483, 0.19086460769176483, 0.19086460769176483, 0.19086460769176483, 0.19086460769176483, 0.19086460769176483, 0.19086460769176483, 0.19086460769176483, 0.19086460769176483]"
TRMAR,STRI,CHL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.17553018033504486, 0.17553018033504486, 0.17553018033504486, 0.17553018033504486, 0.17553018033504486, 0.17553018033504486, 0.17553018033504486, 0.17553018033504486, 0.2110929787158966, 0.2110929787158966, 0.2110929787158966]"
TRMAR,STRI,CHN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.3477976620197296, 0.3477976620197296, 0.3477976620197296, 0.37846651673316956, 0.3053833544254303, 0.2711256146430969, 0.24176183342933655, 0.22642740607261658, 0.22642740607261658, 0.21207177639007568, 0.21207177639007568]"
TRMAR,STRI,COL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.22903750836849213, 0.22903750836849213, 0.22903750836849213, 0.23849916458129883, 0.23849916458129883, 0.23849916458129883, 0.23849916458129883, 0.23849916458129883, 0.2681892216205597, 0.2681892216205597, 0.2681892216205597]"
TRMAR,STRI,CRI,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.2721043825149536, 0.2721043825149536, 0.2721043825149536, 0.2721043825149536, 0.2721043825149536, 0.2721043825149536, 0.2721043825149536, 0.2721043825149536, 0.2626427412033081, 0.2626427412033081, 0.2626427412033081]"
TRMAR,STRI,DEU,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.14910276234149933, 0.14910276234149933, 0.14910276234149933, 0.14910276234149933, 0.14910276234149933, 0.15269167721271515, 0.15269167721271515, 0.15269167721271515, 0.16215333342552185, 0.16215333342552185, 0.16215333342552185]"
TRMAR,STRI,DNK,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.1967373490333557, 0.20750407874584198, 0.20750407874584198, 0.20750407874584198, 0.2205546498298645, 0.2205546498298645, 0.22414356470108032, 0.2394779771566391, 0.23360523581504822, 0.23360523581504822, 0.23360523581504822]"
TRMAR,STRI,ESP,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.14388254284858704, 0.14388254284858704, 0.14388254284858704, 0.14388254284858704, 0.14388254284858704, 0.14388254284858704, 0.159216970205307, 0.159216970205307, 0.159216970205307, 0.13311582803726196, 0.13311582803726196]"
TRMAR,STRI,EST,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.28515496850013733, 0.28515496850013733, 0.28515496850013733, 0.29820555448532104, 0.272104412317276, 0.272104412317276, 0.272104412317276, 0.272104412317276, 0.2662316560745239, 0.2815660536289215, 0.2815660536289215]"
TRMAR,STRI,FIN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.24730831384658813, 0.24730831384658813, 0.24730831384658813, 0.24730831384658813, 0.2342577427625656, 0.2342577427625656, 0.2495921552181244, 0.2495921552181244, 0.2590538263320923, 0.2590538263320923, 0.2590538263320923]"
TRMAR,STRI,FRA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.2016313374042511, 0.19412724673748016, 0.20717781782150269, 0.20717781782150269, 0.20717781782150269, 0.1977161467075348, 0.1977161467075348, 0.1977161467075348, 0.1977161467075348, 0.1977161467075348, 0.1977161467075348]"
TRMAR,STRI,GBR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.16965742409229279, 0.16965742409229279, 0.16965742409229279, 0.1827079951763153, 0.1827079951763153, 0.1827079951763153, 0.1827079951763153, 0.12593799829483032, 0.12593799829483032, 0.12593799829483032, 0.12593799829483032]"
TRMAR,STRI,GRC,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.33670473098754883, 0.34975528717041016, 0.34975528717041016, 0.34975528717041016, 0.33670473098754883, 0.33670473098754883, 0.33670473098754883, 0.33670473098754883, 0.3461664021015167, 0.3461664021015167, 0.3200652599334717]"
TRMAR,STRI,IDN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.5047308206558228, 0.5047308206558228, 0.5047308206558228, 0.497226744890213, 0.497226744890213, 0.4512234628200531, 0.4512234628200531, 0.4512234628200531, 0.4512234628200531, 0.4512234628200531, 0.4512234628200531]"
TRMAR,STRI,IND,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.35562804341316223, 0.3481239676475525, 0.3350733816623688, 0.36345839500427246, 0.3327895700931549, 0.3327895700931549, 0.31745514273643494, 0.31745514273643494, 0.30244699120521545, 0.30244699120521545, 0.30244699120521545]"
TRMAR,STRI,IRL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.18923327326774597, 0.18923327326774597, 0.18923327326774597, 0.18923327326774597, 0.18923327326774597, 0.18923327326774597, 0.18923327326774597, 0.18923327326774597, 0.19869492948055267, 0.2022838443517685, 0.2022838443517685]"
TRMAR,STRI,ISL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.33050569891929626, 0.33050569891929626, 0.33050569891929626, 0.3151712715625763, 0.3151712715625763, 0.3187601864337921, 0.3187601864337921, 0.3187601864337921, 0.3187601864337921, 0.3187601864337921, 0.3187601864337921]"
TRMAR,STRI,ISR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.2907014489173889, 0.2907014489173889, 0.2907014489173889, 0.2907014489173889, 0.2907014489173889, 0.2907014489173889, 0.3060358762741089, 0.3060358762741089, 0.3060358762741089, 0.3060358762741089, 0.3060358762741089]"
TRMAR,STRI,ITA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.2531810700893402, 0.2531810700893402, 0.2531810700893402, 0.2531810700893402, 0.2531810700893402, 0.2531810700893402, 0.2531810700893402, 0.2531810700893402, 0.2531810700893402, 0.2531810700893402, 0.2531810700893402]"
TRMAR,STRI,JPN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.14192496240139008, 0.1265905350446701, 0.1265905350446701, 0.1265905350446701, 0.1265905350446701, 0.1265905350446701, 0.140946164727211, 0.140946164727211, 0.1265905350446701, 0.1265905350446701, 0.1265905350446701]"
TRMAR,STRI,KAZ,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.3327895700931549, 0.31256115436553955, 0.3278955817222595, 0.34094613790512085, 0.34094613790512085, 0.33148446679115295, 0.342251181602478, 0.3517128527164459, 0.33735722303390503, 0.33735722303390503, 0.33735722303390503]"
TRMAR,STRI,KOR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.35399672389030457, 0.35399672389030457, 0.3350733816623688, 0.3373572528362274, 0.3373572528362274, 0.3373572528362274, 0.32104402780532837, 0.32104402780532837, 0.32104402780532837, 0.3066883981227875, 0.3066883981227875]"
TRMAR,STRI,LTU,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.17977160215377808, 0.17977160215377808, 0.18531809747219086, 0.18531809747219086, 0.20065252482891083, 0.20065252482891083, 0.20065252482891083, 0.20065252482891083, 0.21011419594287872, 0.21011419594287872, 0.21011419594287872]"
TRMAR,STRI,LVA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.13931484520435333, 0.13931484520435333, 0.13931484520435333, 0.13931484520435333, 0.13931484520435333, 0.13931484520435333, 0.13931484520435333, 0.13931484520435333, 0.14877650141716003, 0.14877650141716003, 0.14877650141716003]"
TRMAR,STRI,MEX,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.27014681696891785, 0.27014681696891785, 0.27014681696891785, 0.27373573184013367, 0.27373573184013367, 0.27373573184013367, 0.27373573184013367, 0.27373573184013367, 0.27373573184013367, 0.27373573184013367, 0.27373573184013367]"
TRMAR,STRI,MYS,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.31190866231918335, 0.31190866231918335, 0.31190866231918335, 0.31190866231918335, 0.31190866231918335, 0.31190866231918335, 0.30831974744796753, 0.30831974744796753, 0.30831974744796753, 0.30831974744796753, 0.30831974744796753]"
TRMAR,STRI,NLD,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.13474713265895844, 0.13474713265895844, 0.13474713265895844, 0.13474713265895844, 0.13474713265895844, 0.13474713265895844, 0.13474713265895844, 0.13474713265895844, 0.11810766905546188, 0.13344208896160126, 0.13344208896160126]"
TRMAR,STRI,NOR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.2016313225030899, 0.2016313225030899, 0.20522023737430573, 0.20522023737430573, 0.20522023737430573, 0.2205546647310257, 0.2205546647310257, 0.2205546647310257, 0.2205546647310257, 0.2205546647310257, 0.2205546647310257]"
TRMAR,STRI,NZL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.18238171935081482, 0.1977161318063736, 0.19412723183631897, 0.19412723183631897, 0.19412723183631897, 0.19412723183631897, 0.2166394740343094, 0.2166394740343094, 0.20587274432182312, 0.20946165919303894, 0.20946165919303894]"
TRMAR,STRI,PER,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.29918432235717773, 0.29918432235717773, 0.29918432235717773, 0.29918432235717773, 0.29918432235717773, 0.29918432235717773, 0.29918432235717773, 0.29918432235717773, 0.29918432235717773, 0.29918432235717773, 0.28384992480278015]"
TRMAR,STRI,PHL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.4636215269565582, 0.4505709707736969, 0.4505709707736969, 0.4505709707736969, 0.4505709707736969, 0.4505709707736969, 0.4505709707736969, 0.4505709707736969, 0.31256115436553955, 0.31256115436553955, 0.31256115436553955]"
TRMAR,STRI,POL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.15823817253112793, 0.15823817253112793, 0.15823817253112793, 0.15823817253112793, 0.15823817253112793, 0.17128874361515045, 0.1973898857831955, 0.1973898857831955, 0.2068515568971634, 0.2068515568971634, 0.2068515568971634]"
TRMAR,STRI,PRT,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.20522023737430573, 0.20880913734436035, 0.20880913734436035, 0.16965742409229279, 0.16965742409229279, 0.15432299673557281, 0.15432299673557281, 0.15432299673557281, 0.1637846678495407, 0.16019576787948608, 0.16019576787948608]"
TRMAR,STRI,RUS,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.3817291855812073, 0.39706358313560486, 0.39706358313560486, 0.39706358313560486, 0.41239801049232483, 0.41239801049232483, 0.4326263964176178, 0.4326263964176178, 0.5014681816101074, 0.5096247792243958, 0.5096247792243958]"
TRMAR,STRI,SGP,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.2391517162322998, 0.2391517162322998, 0.2391517162322998, 0.2391517162322998, 0.2391517162322998, 0.2391517162322998, 0.2535073459148407, 0.2535073459148407, 0.22414356470108032, 0.22414356470108032, 0.2394779920578003]"
TRMAR,STRI,SVN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.3285481035709381, 0.3285481035709381, 0.33213701844215393, 0.33213701844215393, 0.33213701844215393, 0.33213701844215393, 0.33213701844215393, 0.33213701844215393, 0.3415986895561218, 0.3415986895561218, 0.3415986895561218]"
TRMAR,STRI,SWE,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.29429036378860474, 0.29429036378860474, 0.29429036378860474, 0.29429036378860474, 0.29429036378860474, 0.29429036378860474, 0.29429036378860474, 0.29429036378860474, 0.30375203490257263, 0.3190864324569702, 0.3190864324569702]"
TRMAR,STRI,THA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.4659053683280945, 0.4659053683280945, 0.4659053683280945, 0.4512234628200531, 0.4512234628200531, 0.4512234628200531, 0.4512234628200531, 0.4512234628200531, 0.42055463790893555, 0.42055463790893555, 0.42055463790893555]"
TRMAR,STRI,TUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.2199021279811859, 0.2199021279811859, 0.2199021279811859, 0.22936378419399261, 0.24502445757389069, 0.27928221225738525, 0.27569329738616943, 0.27569329738616943, 0.24600324034690857, 0.24600324034690857, 0.24600324034690857]"
TRMAR,STRI,USA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.3559543192386627, 0.3559543192386627, 0.3559543192386627, 0.3559543192386627, 0.3559543192386627, 0.3559543192386627, 0.3559543192386627, 0.3559543192386627, 0.3559543192386627, 0.3559543192386627, 0.3559543192386627]"
TRMAR,STRI,VNM,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.3396410644054413, 0.3396410644054413, 0.3396410644054413, 0.3396410644054413, 0.3856443464756012, 0.3856443464756012, 0.4035888910293579, 0.38825446367263794, 0.3703099191188812, 0.4009787440299988, 0.4009787440299988]"
TRMAR,STRI,ZAF,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.18401305377483368, 0.18401305377483368, 0.18401305377483368, 0.1876019537448883, 0.21827079355716705, 0.21827079355716705, 0.21827079355716705, 0.21827079355716705, 0.21827079355716705, 0.21827079355716705, 0.21827079355716705]"
TRRAI,Barriers to competition,AUS,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942]"
TRRAI,Barriers to competition,AUT,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885]"
TRRAI,Barriers to competition,BEL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.08319896645843983, 0.08319896645843983, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885]"
TRRAI,Barriers to competition,BRA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.041599483229219913, 0.041599483229219913, 0.041599483229219913, 0.041599483229219913, 0.041599483229219913, 0.041599483229219913, 0.041599483229219913, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885]"
TRRAI,Barriers to competition,CAN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942]"
TRRAI,Barriers to competition,CHE,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983]"
TRRAI,Barriers to competition,CHL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885]"
TRRAI,Barriers to competition,CHN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983]"
TRRAI,Barriers to competition,COL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986]"
TRRAI,Barriers to competition,CRI,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.1386649440973997, 0.1386649440973997, 0.1386649440973997, 0.1386649440973997, 0.1386649440973997, 0.1386649440973997, 0.1386649440973997, 0.1386649440973997, 0.1386649440973997, 0.1386649440973997, 0.1386649440973997]"
TRRAI,Barriers to competition,CZE,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986]"
TRRAI,Barriers to competition,DEU,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983]"
TRRAI,Barriers to competition,DNK,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986]"
TRRAI,Barriers to competition,ESP,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986]"
TRRAI,Barriers to competition,EST,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986]"
TRRAI,Barriers to competition,FIN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986]"
TRRAI,Barriers to competition,FRA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.0970654608681798, 0.0970654608681798, 0.0970654608681798, 0.0970654608681798, 0.0970654608681798, 0.0970654608681798, 0.0970654608681798, 0.0970654608681798, 0.0970654608681798, 0.0970654608681798, 0.0970654608681798]"
TRRAI,Barriers to competition,GBR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885]"
TRRAI,Barriers to competition,GRC,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.041599483229219913, 0.041599483229219913, 0.041599483229219913, 0.041599483229219913, 0.041599483229219913, 0.041599483229219913, 0.041599483229219913, 0.041599483229219913]"
TRRAI,Barriers to competition,HUN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885]"
TRRAI,Barriers to competition,IDN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983]"
TRRAI,Barriers to competition,IND,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948]"
TRRAI,Barriers to competition,IRL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885]"
TRRAI,Barriers to competition,ISR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948]"
TRRAI,Barriers to competition,ITA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885]"
TRRAI,Barriers to competition,JPN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983]"
TRRAI,Barriers to competition,KAZ,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948]"
TRRAI,Barriers to competition,KOR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948, 0.24959689937531948]"
TRRAI,Barriers to competition,LTU,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885]"
TRRAI,Barriers to competition,LUX,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986]"
TRRAI,Barriers to competition,LVA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983, 0.08319896645843983]"
TRRAI,Barriers to competition,MEX,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.041599483229219913, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942]"
TRRAI,Barriers to competition,MYS,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.11093195527791977, 0.11093195527791977, 0.11093195527791977, 0.11093195527791977, 0.11093195527791977, 0.11093195527791977, 0.11093195527791977, 0.11093195527791977, 0.11093195527791977, 0.11093195527791977, 0.11093195527791977]"
TRRAI,Barriers to competition,NLD,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942, 0.027732988819479942]"
TRRAI,Barriers to competition,NOR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.11093195527791977, 0.11093195527791977, 0.11093195527791977, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885, 0.055465977638959885]"
TRRAI,Barriers to competition,NZL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986, 0.06933247204869986]"
